"01180: Kommunestyrevalget. Godkjente stemmer, etter region, politisk parti, statistikkvariabel og fireårlig"

"region";"politisk parti";"Godkjente stemmer 2023"
"4631 Alver";"Samlingspartiet (Ny Fremtid)";0
"4631 Alver";"Sogn og Fjordane fisker- og småbrukerparti";0
"4631 Alver";"Sosialdemokratene";0
"4631 Alver";"Sosialistisk Folkeparti (1961-1969)";0
"4631 Alver";"Sosialistisk Valgforbund (1973)";0
"4631 Alver";"Stopp Innvandringen";0
"4631 Alver";"Sykehus til Alta";0
"4631 Alver";"Tverrpolitisk kyst og distriktsparti";0
"4631 Alver";"Felleslister";0
"4631 Alver";"Fellesliste Venstre";0
"4631 Alver";"Fellesliste Bondepartiet";0
"4631 Alver";"Fellesliste Kristelig folkeparti";0
"4631 Alver";"Fellesliste Høyre";0
"4631 Alver";"Fellesliste Senterpartiet";0
"4631 Alver";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4631 Alver";"Fellesliste Det nye Folkepartiet";0
"4631 Alver";"Borgerlige felleslister";0
"4631 Alver";"Lokale lister";174
"4631 Alver";"Andre lister";1676
"4632 Austrheim";"Arbeiderpartiet";471
"4632 Austrheim";"Fremskrittspartiet";0
"4632 Austrheim";"Høyre";396
"4632 Austrheim";"Kristelig Folkeparti";0
"4632 Austrheim";"Miljøpartiet de Grønne";0
"4632 Austrheim";"Rødt";0
"4632 Austrheim";"Senterpartiet";226
"4632 Austrheim";"Sosialistisk Venstreparti";37
"4632 Austrheim";"Venstre";0
"4632 Austrheim";"Abort-motstandernes liste";0
"4632 Austrheim";"Anders Langes parti (1973)";0
"4632 Austrheim";"Barn/Eldre";0
"4632 Austrheim";"Bondepartiet (-1959)";0
"4632 Austrheim";"Demokratene i Norge";0
"4632 Austrheim";"Det Liberale Folkepartiet";0
"4632 Austrheim";"Det nye Folkepartiet (1973-1977)";0
"4632 Austrheim";"Det Politiske Parti";0
"4632 Austrheim";"Ensliges parti";0
"4632 Austrheim";"Fedrelandspartiet";0
"4632 Austrheim";"Felles framtid";0
"4632 Austrheim";"Folkeaksjonen Fremtid for Finnmark";0
"4632 Austrheim";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4632 Austrheim";"Folkemakten";0
"4632 Austrheim";"Frie Folkevalgte";0
"4632 Austrheim";"Frihetspartiet";0
"4632 Austrheim";"Fylkeslistene for miljø og solidaritet";0
"4632 Austrheim";"Hjelp fremmedkulturelle hjem ellers ...";0
"4632 Austrheim";"Hvit Valgallianse";0
"4632 Austrheim";"Kristent konservativt parti";0
"4632 Austrheim";"Kristent Samlingsparti";0
"4632 Austrheim";"Kvinnenes frie folkevalgte";0
"4632 Austrheim";"Kystpartiet";0
"4632 Austrheim";"Naturlovpartiet";0
"4632 Austrheim";"Norges demokratiske parti";0
"4632 Austrheim";"Norges Kommunistiske Parti";0
"4632 Austrheim";"Norsk Folkeparti";0
"4632 Austrheim";"Norsk Sosialdemokratisk parti";0
"4632 Austrheim";"Partiet De Kristne";0
"4632 Austrheim";"Pensjonistpartiet";0
"4632 Austrheim";"Piratpartiet";0
"4632 Austrheim";"Rettferdighetspartiet";0
"4632 Austrheim";"Rød valgallianse (1973-2007)";0
"4632 Austrheim";"Samefolkets liste";0
"4632 Austrheim";"Samfunnspartiet";0
"4632 Austrheim";"Samlingspartiet (Ny Fremtid)";0
"4632 Austrheim";"Sogn og Fjordane fisker- og småbrukerparti";0
"4632 Austrheim";"Sosialdemokratene";0
"4632 Austrheim";"Sosialistisk Folkeparti (1961-1969)";0
"4632 Austrheim";"Sosialistisk Valgforbund (1973)";0
"4632 Austrheim";"Stopp Innvandringen";0
"4632 Austrheim";"Sykehus til Alta";0
"4632 Austrheim";"Tverrpolitisk kyst og distriktsparti";0
"4632 Austrheim";"Felleslister";0
"4632 Austrheim";"Fellesliste Venstre";0
"4632 Austrheim";"Fellesliste Bondepartiet";0
"4632 Austrheim";"Fellesliste Kristelig folkeparti";0
"4632 Austrheim";"Fellesliste Høyre";0
"4632 Austrheim";"Fellesliste Senterpartiet";0
"4632 Austrheim";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4632 Austrheim";"Fellesliste Det nye Folkepartiet";0
"4632 Austrheim";"Borgerlige felleslister";0
"4632 Austrheim";"Lokale lister";172
"4632 Austrheim";"Andre lister";105
"4633 Fedje";"Arbeiderpartiet";141
"4633 Fedje";"Fremskrittspartiet";54
"4633 Fedje";"Høyre";142
"4633 Fedje";"Kristelig Folkeparti";0
"4633 Fedje";"Miljøpartiet de Grønne";0
"4633 Fedje";"Rødt";0
"4633 Fedje";"Senterpartiet";0
"4633 Fedje";"Sosialistisk Venstreparti";0
"4633 Fedje";"Venstre";0
"4633 Fedje";"Abort-motstandernes liste";0
"4633 Fedje";"Anders Langes parti (1973)";0
"4633 Fedje";"Barn/Eldre";0
"4633 Fedje";"Bondepartiet (-1959)";0
"4633 Fedje";"Demokratene i Norge";0
"4633 Fedje";"Det Liberale Folkepartiet";0
"4633 Fedje";"Det nye Folkepartiet (1973-1977)";0
"4633 Fedje";"Det Politiske Parti";0
"4633 Fedje";"Ensliges parti";0
"4633 Fedje";"Fedrelandspartiet";0
"4633 Fedje";"Felles framtid";0
"4633 Fedje";"Folkeaksjonen Fremtid for Finnmark";0
"4633 Fedje";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4633 Fedje";"Folkemakten";0
"4633 Fedje";"Frie Folkevalgte";0
"4633 Fedje";"Frihetspartiet";0
"4633 Fedje";"Fylkeslistene for miljø og solidaritet";0
"4633 Fedje";"Hjelp fremmedkulturelle hjem ellers ...";0
"4633 Fedje";"Hvit Valgallianse";0
"4633 Fedje";"Kristent konservativt parti";0
"4633 Fedje";"Kristent Samlingsparti";0
"4633 Fedje";"Kvinnenes frie folkevalgte";0
"4633 Fedje";"Kystpartiet";0
"4633 Fedje";"Naturlovpartiet";0
"4633 Fedje";"Norges demokratiske parti";0
"4633 Fedje";"Norges Kommunistiske Parti";0
"4633 Fedje";"Norsk Folkeparti";0
"4633 Fedje";"Norsk Sosialdemokratisk parti";0
"4633 Fedje";"Partiet De Kristne";0
"4633 Fedje";"Pensjonistpartiet";0
"4633 Fedje";"Piratpartiet";0
"4633 Fedje";"Rettferdighetspartiet";0
"4633 Fedje";"Rød valgallianse (1973-2007)";0
"4633 Fedje";"Samefolkets liste";0
"4633 Fedje";"Samfunnspartiet";0
"4633 Fedje";"Samlingspartiet (Ny Fremtid)";0
"4633 Fedje";"Sogn og Fjordane fisker- og småbrukerparti";0
"4633 Fedje";"Sosialdemokratene";0
"4633 Fedje";"Sosialistisk Folkeparti (1961-1969)";0
"4633 Fedje";"Sosialistisk Valgforbund (1973)";0
"4633 Fedje";"Stopp Innvandringen";0
"4633 Fedje";"Sykehus til Alta";0
"4633 Fedje";"Tverrpolitisk kyst og distriktsparti";0
"4633 Fedje";"Felleslister";0
"4633 Fedje";"Fellesliste Venstre";0
"4633 Fedje";"Fellesliste Bondepartiet";0
"4633 Fedje";"Fellesliste Kristelig folkeparti";0
"4633 Fedje";"Fellesliste Høyre";0
"4633 Fedje";"Fellesliste Senterpartiet";0
"4633 Fedje";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4633 Fedje";"Fellesliste Det nye Folkepartiet";0
"4633 Fedje";"Borgerlige felleslister";0
"4633 Fedje";"Lokale lister";0
"4633 Fedje";"Andre lister";0
"4634 Masfjorden";"Arbeiderpartiet";252
"4634 Masfjorden";"Fremskrittspartiet";145
"4634 Masfjorden";"Høyre";385
"4634 Masfjorden";"Kristelig Folkeparti";0
"4634 Masfjorden";"Miljøpartiet de Grønne";0
"4634 Masfjorden";"Rødt";0
"4634 Masfjorden";"Senterpartiet";160
"4634 Masfjorden";"Sosialistisk Venstreparti";0
"4634 Masfjorden";"Venstre";54
"4634 Masfjorden";"Abort-motstandernes liste";0
"4634 Masfjorden";"Anders Langes parti (1973)";0
"4634 Masfjorden";"Barn/Eldre";0
"4634 Masfjorden";"Bondepartiet (-1959)";0
"4634 Masfjorden";"Demokratene i Norge";0
"4634 Masfjorden";"Det Liberale Folkepartiet";0
"4634 Masfjorden";"Det nye Folkepartiet (1973-1977)";0
"4634 Masfjorden";"Det Politiske Parti";0
"4634 Masfjorden";"Ensliges parti";0
"4634 Masfjorden";"Fedrelandspartiet";0
"4634 Masfjorden";"Felles framtid";0
"4634 Masfjorden";"Folkeaksjonen Fremtid for Finnmark";0
"4634 Masfjorden";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4634 Masfjorden";"Folkemakten";0
"4634 Masfjorden";"Frie Folkevalgte";0
"4634 Masfjorden";"Frihetspartiet";0
"4634 Masfjorden";"Fylkeslistene for miljø og solidaritet";0
"4634 Masfjorden";"Hjelp fremmedkulturelle hjem ellers ...";0
"4634 Masfjorden";"Hvit Valgallianse";0
"4634 Masfjorden";"Kristent konservativt parti";0
"4634 Masfjorden";"Kristent Samlingsparti";0
"4634 Masfjorden";"Kvinnenes frie folkevalgte";0
"4634 Masfjorden";"Kystpartiet";0
"4634 Masfjorden";"Naturlovpartiet";0
"4634 Masfjorden";"Norges demokratiske parti";0
"4634 Masfjorden";"Norges Kommunistiske Parti";0
"4634 Masfjorden";"Norsk Folkeparti";0
"4634 Masfjorden";"Norsk Sosialdemokratisk parti";0
"4634 Masfjorden";"Partiet De Kristne";0
"4634 Masfjorden";"Pensjonistpartiet";0
"4634 Masfjorden";"Piratpartiet";0
"4634 Masfjorden";"Rettferdighetspartiet";0
"4634 Masfjorden";"Rød valgallianse (1973-2007)";0
"4634 Masfjorden";"Samefolkets liste";0
"4634 Masfjorden";"Samfunnspartiet";0
"4634 Masfjorden";"Samlingspartiet (Ny Fremtid)";0
"4634 Masfjorden";"Sogn og Fjordane fisker- og småbrukerparti";0
"4634 Masfjorden";"Sosialdemokratene";0
"4634 Masfjorden";"Sosialistisk Folkeparti (1961-1969)";0
"4634 Masfjorden";"Sosialistisk Valgforbund (1973)";0
"4634 Masfjorden";"Stopp Innvandringen";0
"4634 Masfjorden";"Sykehus til Alta";0
"4634 Masfjorden";"Tverrpolitisk kyst og distriktsparti";0
"4634 Masfjorden";"Felleslister";0
"4634 Masfjorden";"Fellesliste Venstre";0
"4634 Masfjorden";"Fellesliste Bondepartiet";0
"4634 Masfjorden";"Fellesliste Kristelig folkeparti";0
"4634 Masfjorden";"Fellesliste Høyre";0
"4634 Masfjorden";"Fellesliste Senterpartiet";0
"4634 Masfjorden";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4634 Masfjorden";"Fellesliste Det nye Folkepartiet";0
"4634 Masfjorden";"Borgerlige felleslister";0
"4634 Masfjorden";"Lokale lister";0
"4634 Masfjorden";"Andre lister";0
"4635 Gulen";"Arbeiderpartiet";264
"4635 Gulen";"Fremskrittspartiet";0
"4635 Gulen";"Høyre";401
"4635 Gulen";"Kristelig Folkeparti";99
"4635 Gulen";"Miljøpartiet de Grønne";0
"4635 Gulen";"Rødt";0
"4635 Gulen";"Senterpartiet";454
"4635 Gulen";"Sosialistisk Venstreparti";0
"4635 Gulen";"Venstre";49
"4635 Gulen";"Abort-motstandernes liste";0
"4635 Gulen";"Anders Langes parti (1973)";0
"4635 Gulen";"Barn/Eldre";0
"4635 Gulen";"Bondepartiet (-1959)";0
"4635 Gulen";"Demokratene i Norge";0
"4635 Gulen";"Det Liberale Folkepartiet";0
"4635 Gulen";"Det nye Folkepartiet (1973-1977)";0
"4635 Gulen";"Det Politiske Parti";0
"4635 Gulen";"Ensliges parti";0
"4635 Gulen";"Fedrelandspartiet";0
"4635 Gulen";"Felles framtid";0
"4635 Gulen";"Folkeaksjonen Fremtid for Finnmark";0
"4635 Gulen";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4635 Gulen";"Folkemakten";0
"4635 Gulen";"Frie Folkevalgte";0
"4635 Gulen";"Frihetspartiet";0
"4635 Gulen";"Fylkeslistene for miljø og solidaritet";0
"4635 Gulen";"Hjelp fremmedkulturelle hjem ellers ...";0
"4635 Gulen";"Hvit Valgallianse";0
"4635 Gulen";"Kristent konservativt parti";0
"4635 Gulen";"Kristent Samlingsparti";0
"4635 Gulen";"Kvinnenes frie folkevalgte";0
"4635 Gulen";"Kystpartiet";0
"4635 Gulen";"Naturlovpartiet";0
"4635 Gulen";"Norges demokratiske parti";0
"4635 Gulen";"Norges Kommunistiske Parti";0
"4635 Gulen";"Norsk Folkeparti";0
"4635 Gulen";"Norsk Sosialdemokratisk parti";0
"4635 Gulen";"Partiet De Kristne";0
"4635 Gulen";"Pensjonistpartiet";0
"4635 Gulen";"Piratpartiet";0
"4635 Gulen";"Rettferdighetspartiet";0
"4635 Gulen";"Rød valgallianse (1973-2007)";0
"4635 Gulen";"Samefolkets liste";0
"4635 Gulen";"Samfunnspartiet";0
"4635 Gulen";"Samlingspartiet (Ny Fremtid)";0
"4635 Gulen";"Sogn og Fjordane fisker- og småbrukerparti";0
"4635 Gulen";"Sosialdemokratene";0
"4635 Gulen";"Sosialistisk Folkeparti (1961-1969)";0
"4635 Gulen";"Sosialistisk Valgforbund (1973)";0
"4635 Gulen";"Stopp Innvandringen";0
"4635 Gulen";"Sykehus til Alta";0
"4635 Gulen";"Tverrpolitisk kyst og distriktsparti";0
"4635 Gulen";"Felleslister";0
"4635 Gulen";"Fellesliste Venstre";0
"4635 Gulen";"Fellesliste Bondepartiet";0
"4635 Gulen";"Fellesliste Kristelig folkeparti";0
"4635 Gulen";"Fellesliste Høyre";0
"4635 Gulen";"Fellesliste Senterpartiet";0
"4635 Gulen";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4635 Gulen";"Fellesliste Det nye Folkepartiet";0
"4635 Gulen";"Borgerlige felleslister";0
"4635 Gulen";"Lokale lister";0
"4635 Gulen";"Andre lister";0
"4636 Solund";"Arbeiderpartiet";65
"4636 Solund";"Fremskrittspartiet";0
"4636 Solund";"Høyre";93
"4636 Solund";"Kristelig Folkeparti";0
"4636 Solund";"Miljøpartiet de Grønne";0
"4636 Solund";"Rødt";0
"4636 Solund";"Senterpartiet";207
"4636 Solund";"Sosialistisk Venstreparti";30
"4636 Solund";"Venstre";0
"4636 Solund";"Abort-motstandernes liste";0
"4636 Solund";"Anders Langes parti (1973)";0
"4636 Solund";"Barn/Eldre";0
"4636 Solund";"Bondepartiet (-1959)";0
"4636 Solund";"Demokratene i Norge";0
"4636 Solund";"Det Liberale Folkepartiet";0
"4636 Solund";"Det nye Folkepartiet (1973-1977)";0
"4636 Solund";"Det Politiske Parti";0
"4636 Solund";"Ensliges parti";0
"4636 Solund";"Fedrelandspartiet";0
"4636 Solund";"Felles framtid";0
"4636 Solund";"Folkeaksjonen Fremtid for Finnmark";0
"4636 Solund";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4636 Solund";"Folkemakten";0
"4636 Solund";"Frie Folkevalgte";0
"4636 Solund";"Frihetspartiet";0
"4636 Solund";"Fylkeslistene for miljø og solidaritet";0
"4636 Solund";"Hjelp fremmedkulturelle hjem ellers ...";0
"4636 Solund";"Hvit Valgallianse";0
"4636 Solund";"Kristent konservativt parti";0
"4636 Solund";"Kristent Samlingsparti";0
"4636 Solund";"Kvinnenes frie folkevalgte";0
"4636 Solund";"Kystpartiet";0
"4636 Solund";"Naturlovpartiet";0
"4636 Solund";"Norges demokratiske parti";0
"4636 Solund";"Norges Kommunistiske Parti";0
"4636 Solund";"Norsk Folkeparti";0
"4636 Solund";"Norsk Sosialdemokratisk parti";0
"4636 Solund";"Partiet De Kristne";0
"4636 Solund";"Pensjonistpartiet";0
"4636 Solund";"Piratpartiet";0
"4636 Solund";"Rettferdighetspartiet";0
"4636 Solund";"Rød valgallianse (1973-2007)";0
"4636 Solund";"Samefolkets liste";0
"4636 Solund";"Samfunnspartiet";0
"4636 Solund";"Samlingspartiet (Ny Fremtid)";0
"4636 Solund";"Sogn og Fjordane fisker- og småbrukerparti";0
"4636 Solund";"Sosialdemokratene";0
"4636 Solund";"Sosialistisk Folkeparti (1961-1969)";0
"4636 Solund";"Sosialistisk Valgforbund (1973)";0
"4636 Solund";"Stopp Innvandringen";0
"4636 Solund";"Sykehus til Alta";0
"4636 Solund";"Tverrpolitisk kyst og distriktsparti";0
"4636 Solund";"Felleslister";0
"4636 Solund";"Fellesliste Venstre";0
"4636 Solund";"Fellesliste Bondepartiet";0
"4636 Solund";"Fellesliste Kristelig folkeparti";0
"4636 Solund";"Fellesliste Høyre";0
"4636 Solund";"Fellesliste Senterpartiet";0
"4636 Solund";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4636 Solund";"Fellesliste Det nye Folkepartiet";0
"4636 Solund";"Borgerlige felleslister";0
"4636 Solund";"Lokale lister";0
"4636 Solund";"Andre lister";0
"4637 Hyllestad";"Arbeiderpartiet";386
"4637 Hyllestad";"Fremskrittspartiet";0
"4637 Hyllestad";"Høyre";110
"4637 Hyllestad";"Kristelig Folkeparti";0
"4637 Hyllestad";"Miljøpartiet de Grønne";0
"4637 Hyllestad";"Rødt";0
"4637 Hyllestad";"Senterpartiet";183
"4637 Hyllestad";"Sosialistisk Venstreparti";0
"4637 Hyllestad";"Venstre";0
"4637 Hyllestad";"Abort-motstandernes liste";0
"4637 Hyllestad";"Anders Langes parti (1973)";0
"4637 Hyllestad";"Barn/Eldre";0
"4637 Hyllestad";"Bondepartiet (-1959)";0
"4637 Hyllestad";"Demokratene i Norge";0
"4637 Hyllestad";"Det Liberale Folkepartiet";0
"4637 Hyllestad";"Det nye Folkepartiet (1973-1977)";0
"4637 Hyllestad";"Det Politiske Parti";0
"4637 Hyllestad";"Ensliges parti";0
"4637 Hyllestad";"Fedrelandspartiet";0
"4637 Hyllestad";"Felles framtid";0
"4637 Hyllestad";"Folkeaksjonen Fremtid for Finnmark";0
"4637 Hyllestad";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4637 Hyllestad";"Folkemakten";0
"4637 Hyllestad";"Frie Folkevalgte";0
"4637 Hyllestad";"Frihetspartiet";0
"4637 Hyllestad";"Fylkeslistene for miljø og solidaritet";0
"4637 Hyllestad";"Hjelp fremmedkulturelle hjem ellers ...";0
"4637 Hyllestad";"Hvit Valgallianse";0
"4637 Hyllestad";"Kristent konservativt parti";0
"4637 Hyllestad";"Kristent Samlingsparti";0
"4637 Hyllestad";"Kvinnenes frie folkevalgte";0
"4637 Hyllestad";"Kystpartiet";0
"4637 Hyllestad";"Naturlovpartiet";0
"4637 Hyllestad";"Norges demokratiske parti";0
"4637 Hyllestad";"Norges Kommunistiske Parti";0
"4637 Hyllestad";"Norsk Folkeparti";0
"4637 Hyllestad";"Norsk Sosialdemokratisk parti";0
"4637 Hyllestad";"Partiet De Kristne";0
"4637 Hyllestad";"Pensjonistpartiet";0
"4637 Hyllestad";"Piratpartiet";0
"4637 Hyllestad";"Rettferdighetspartiet";0
"4637 Hyllestad";"Rød valgallianse (1973-2007)";0
"4637 Hyllestad";"Samefolkets liste";0
"4637 Hyllestad";"Samfunnspartiet";0
"4637 Hyllestad";"Samlingspartiet (Ny Fremtid)";0
"4637 Hyllestad";"Sogn og Fjordane fisker- og småbrukerparti";0
"4637 Hyllestad";"Sosialdemokratene";0
"4637 Hyllestad";"Sosialistisk Folkeparti (1961-1969)";0
"4637 Hyllestad";"Sosialistisk Valgforbund (1973)";0
"4637 Hyllestad";"Stopp Innvandringen";0
"4637 Hyllestad";"Sykehus til Alta";0
"4637 Hyllestad";"Tverrpolitisk kyst og distriktsparti";0
"4637 Hyllestad";"Felleslister";0
"4637 Hyllestad";"Fellesliste Venstre";0
"4637 Hyllestad";"Fellesliste Bondepartiet";0
"4637 Hyllestad";"Fellesliste Kristelig folkeparti";0
"4637 Hyllestad";"Fellesliste Høyre";0
"4637 Hyllestad";"Fellesliste Senterpartiet";0
"4637 Hyllestad";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4637 Hyllestad";"Fellesliste Det nye Folkepartiet";0
"4637 Hyllestad";"Borgerlige felleslister";0
"4637 Hyllestad";"Lokale lister";0
"4637 Hyllestad";"Andre lister";0
"4638 Høyanger";"Arbeiderpartiet";822
"4638 Høyanger";"Fremskrittspartiet";0
"4638 Høyanger";"Høyre";248
"4638 Høyanger";"Kristelig Folkeparti";0
"4638 Høyanger";"Miljøpartiet de Grønne";0
"4638 Høyanger";"Rødt";291
"4638 Høyanger";"Senterpartiet";465
"4638 Høyanger";"Sosialistisk Venstreparti";111
"4638 Høyanger";"Venstre";0
"4638 Høyanger";"Abort-motstandernes liste";0
"4638 Høyanger";"Anders Langes parti (1973)";0
"4638 Høyanger";"Barn/Eldre";0
"4638 Høyanger";"Bondepartiet (-1959)";0
"4638 Høyanger";"Demokratene i Norge";0
"4638 Høyanger";"Det Liberale Folkepartiet";0
"4638 Høyanger";"Det nye Folkepartiet (1973-1977)";0
"4638 Høyanger";"Det Politiske Parti";0
"4638 Høyanger";"Ensliges parti";0
"4638 Høyanger";"Fedrelandspartiet";0
"4638 Høyanger";"Felles framtid";0
"4638 Høyanger";"Folkeaksjonen Fremtid for Finnmark";0
"4638 Høyanger";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4638 Høyanger";"Folkemakten";0
"4638 Høyanger";"Frie Folkevalgte";0
"4638 Høyanger";"Frihetspartiet";0
"4638 Høyanger";"Fylkeslistene for miljø og solidaritet";0
"4638 Høyanger";"Hjelp fremmedkulturelle hjem ellers ...";0
"4638 Høyanger";"Hvit Valgallianse";0
"4638 Høyanger";"Kristent konservativt parti";0
"4638 Høyanger";"Kristent Samlingsparti";0
"4638 Høyanger";"Kvinnenes frie folkevalgte";0
"4638 Høyanger";"Kystpartiet";0
"4638 Høyanger";"Naturlovpartiet";0
"4638 Høyanger";"Norges demokratiske parti";0
"4638 Høyanger";"Norges Kommunistiske Parti";0
"4638 Høyanger";"Norsk Folkeparti";0
"4638 Høyanger";"Norsk Sosialdemokratisk parti";0
"4638 Høyanger";"Partiet De Kristne";0
"4638 Høyanger";"Pensjonistpartiet";0
"4638 Høyanger";"Piratpartiet";0
"4638 Høyanger";"Rettferdighetspartiet";0
"4638 Høyanger";"Rød valgallianse (1973-2007)";0
"4638 Høyanger";"Samefolkets liste";0
"4638 Høyanger";"Samfunnspartiet";0
"4638 Høyanger";"Samlingspartiet (Ny Fremtid)";0
"4638 Høyanger";"Sogn og Fjordane fisker- og småbrukerparti";0
"4638 Høyanger";"Sosialdemokratene";0
"4638 Høyanger";"Sosialistisk Folkeparti (1961-1969)";0
"4638 Høyanger";"Sosialistisk Valgforbund (1973)";0
"4638 Høyanger";"Stopp Innvandringen";0
"4638 Høyanger";"Sykehus til Alta";0
"4638 Høyanger";"Tverrpolitisk kyst og distriktsparti";0
"4638 Høyanger";"Felleslister";0
"4638 Høyanger";"Fellesliste Venstre";0
"4638 Høyanger";"Fellesliste Bondepartiet";0
"4638 Høyanger";"Fellesliste Kristelig folkeparti";0
"4638 Høyanger";"Fellesliste Høyre";0
"4638 Høyanger";"Fellesliste Senterpartiet";0
"4638 Høyanger";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4638 Høyanger";"Fellesliste Det nye Folkepartiet";0
"4638 Høyanger";"Borgerlige felleslister";0
"4638 Høyanger";"Lokale lister";0
"4638 Høyanger";"Andre lister";249
"4639 Vik";"Arbeiderpartiet";821
"4639 Vik";"Fremskrittspartiet";0
"4639 Vik";"Høyre";157
"4639 Vik";"Kristelig Folkeparti";0
"4639 Vik";"Miljøpartiet de Grønne";0
"4639 Vik";"Rødt";0
"4639 Vik";"Senterpartiet";330
"4639 Vik";"Sosialistisk Venstreparti";86
"4639 Vik";"Venstre";0
"4639 Vik";"Abort-motstandernes liste";0
"4639 Vik";"Anders Langes parti (1973)";0
"4639 Vik";"Barn/Eldre";0
"4639 Vik";"Bondepartiet (-1959)";0
"4639 Vik";"Demokratene i Norge";0
"4639 Vik";"Det Liberale Folkepartiet";0
"4639 Vik";"Det nye Folkepartiet (1973-1977)";0
"4639 Vik";"Det Politiske Parti";0
"4639 Vik";"Ensliges parti";0
"4639 Vik";"Fedrelandspartiet";0
"4639 Vik";"Felles framtid";0
"4639 Vik";"Folkeaksjonen Fremtid for Finnmark";0
"4639 Vik";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4639 Vik";"Folkemakten";0
"4639 Vik";"Frie Folkevalgte";0
"4639 Vik";"Frihetspartiet";0
"4639 Vik";"Fylkeslistene for miljø og solidaritet";0
"4639 Vik";"Hjelp fremmedkulturelle hjem ellers ...";0
"4639 Vik";"Hvit Valgallianse";0
"4639 Vik";"Kristent konservativt parti";0
"4639 Vik";"Kristent Samlingsparti";0
"4639 Vik";"Kvinnenes frie folkevalgte";0
"4639 Vik";"Kystpartiet";0
"4639 Vik";"Naturlovpartiet";0
"4639 Vik";"Norges demokratiske parti";0
"4639 Vik";"Norges Kommunistiske Parti";0
"4639 Vik";"Norsk Folkeparti";0
"4639 Vik";"Norsk Sosialdemokratisk parti";0
"4639 Vik";"Partiet De Kristne";0
"4639 Vik";"Pensjonistpartiet";0
"4639 Vik";"Piratpartiet";0
"4639 Vik";"Rettferdighetspartiet";0
"4639 Vik";"Rød valgallianse (1973-2007)";0
"4639 Vik";"Samefolkets liste";0
"4639 Vik";"Samfunnspartiet";0
"4639 Vik";"Samlingspartiet (Ny Fremtid)";0
"4639 Vik";"Sogn og Fjordane fisker- og småbrukerparti";0
"4639 Vik";"Sosialdemokratene";0
"4639 Vik";"Sosialistisk Folkeparti (1961-1969)";0
"4639 Vik";"Sosialistisk Valgforbund (1973)";0
"4639 Vik";"Stopp Innvandringen";0
"4639 Vik";"Sykehus til Alta";0
"4639 Vik";"Tverrpolitisk kyst og distriktsparti";0
"4639 Vik";"Felleslister";0
"4639 Vik";"Fellesliste Venstre";0
"4639 Vik";"Fellesliste Bondepartiet";0
"4639 Vik";"Fellesliste Kristelig folkeparti";0
"4639 Vik";"Fellesliste Høyre";0
"4639 Vik";"Fellesliste Senterpartiet";0
"4639 Vik";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"4639 Vik";"Fellesliste Det nye Folkepartiet";0
"4639 Vik";"Borgerlige felleslister";0
"4639 Vik";"Lokale lister";0
"4639 Vik";"Andre lister";0
"4640 Sogndal";"Arbeiderpartiet";1673
"4640 Sogndal";"Fremskrittspartiet";561
"4640 Sogndal";"Høyre";763
"4640 Sogndal";"Kristelig Folkeparti";463
"4640 Sogndal";"Miljøpartiet de Grønne";209
"4640 Sogndal";"Rødt";173
"4640 Sogndal";"Senterpartiet";1429
"4640 Sogndal";"Sosialistisk Venstreparti";740
"4640 Sogndal";"Venstre";270
"4640 Sogndal";"Abort-motstandernes liste";0
"4640 Sogndal";"Anders Langes parti (1973)";0
"4640 Sogndal";"Barn/Eldre";0
"4640 Sogndal";"Bondepartiet (-1959)";0
"4640 Sogndal";"Demokratene i Norge";0
"4640 Sogndal";"Det Liberale Folkepartiet";0
"4640 Sogndal";"Det nye Folkepartiet (1973-1977)";0
"4640 Sogndal";"Det Politiske Parti";0
"4640 Sogndal";"Ensliges parti";0
"4640 Sogndal";"Fedrelandspartiet";0
"4640 Sogndal";"Felles framtid";0
"4640 Sogndal";"Folkeaksjonen Fremtid for Finnmark";0
"4640 Sogndal";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"4640 Sogndal";"Folkemakten";0
"4640 Sogndal";"Frie Folkevalgte";0
"4640 Sogndal";"Frihetspartiet";0
"4640 Sogndal";"Fylkeslistene for miljø og solidaritet";0
