"01180: Kommunestyrevalget. Godkjente stemmer, etter region, politisk parti, statistikkvariabel og fireårlig"

"region";"politisk parti";"Godkjente stemmer 2023"
"3118 Indre Østfold";"Det Liberale Folkepartiet";0
"3118 Indre Østfold";"Det nye Folkepartiet (1973-1977)";0
"3118 Indre Østfold";"Det Politiske Parti";0
"3118 Indre Østfold";"Ensliges parti";0
"3118 Indre Østfold";"Fedrelandspartiet";0
"3118 Indre Østfold";"Felles framtid";0
"3118 Indre Østfold";"Folkeaksjonen Fremtid for Finnmark";0
"3118 Indre Østfold";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"3118 Indre Østfold";"Folkemakten";0
"3118 Indre Østfold";"Frie Folkevalgte";0
"3118 Indre Østfold";"Frihetspartiet";0
"3118 Indre Østfold";"Fylkeslistene for miljø og solidaritet";0
"3118 Indre Østfold";"Hjelp fremmedkulturelle hjem ellers ...";0
"3118 Indre Østfold";"Hvit Valgallianse";0
"3118 Indre Østfold";"Kristent konservativt parti";0
"3118 Indre Østfold";"Kristent Samlingsparti";0
"3118 Indre Østfold";"Kvinnenes frie folkevalgte";0
"3118 Indre Østfold";"Kystpartiet";0
"3118 Indre Østfold";"Naturlovpartiet";0
"3118 Indre Østfold";"Norges demokratiske parti";0
"3118 Indre Østfold";"Norges Kommunistiske Parti";0
"3118 Indre Østfold";"Norsk Folkeparti";0
"3118 Indre Østfold";"Norsk Sosialdemokratisk parti";0
"3118 Indre Østfold";"Partiet De Kristne";0
"3118 Indre Østfold";"Pensjonistpartiet";0
"3118 Indre Østfold";"Piratpartiet";0
"3118 Indre Østfold";"Rettferdighetspartiet";0
"3118 Indre Østfold";"Rød valgallianse (1973-2007)";0
"3118 Indre Østfold";"Samefolkets liste";0
"3118 Indre Østfold";"Samfunnspartiet";0
"3118 Indre Østfold";"Samlingspartiet (Ny Fremtid)";0
"3118 Indre Østfold";"Sogn og Fjordane fisker- og småbrukerparti";0
"3118 Indre Østfold";"Sosialdemokratene";0
"3118 Indre Østfold";"Sosialistisk Folkeparti (1961-1969)";0
"3118 Indre Østfold";"Sosialistisk Valgforbund (1973)";0
"3118 Indre Østfold";"Stopp Innvandringen";0
"3118 Indre Østfold";"Sykehus til Alta";0
"3118 Indre Østfold";"Tverrpolitisk kyst og distriktsparti";0
"3118 Indre Østfold";"Felleslister";0
"3118 Indre Østfold";"Fellesliste Venstre";0
"3118 Indre Østfold";"Fellesliste Bondepartiet";0
"3118 Indre Østfold";"Fellesliste Kristelig folkeparti";0
"3118 Indre Østfold";"Fellesliste Høyre";0
"3118 Indre Østfold";"Fellesliste Senterpartiet";0
"3118 Indre Østfold";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"3118 Indre Østfold";"Fellesliste Det nye Folkepartiet";0
"3118 Indre Østfold";"Borgerlige felleslister";0
"3118 Indre Østfold";"Lokale lister";963
"3118 Indre Østfold";"Andre lister";589
"3120 Rakkestad";"Arbeiderpartiet";776
"3120 Rakkestad";"Fremskrittspartiet";428
"3120 Rakkestad";"Høyre";506
"3120 Rakkestad";"Kristelig Folkeparti";359
"3120 Rakkestad";"Miljøpartiet de Grønne";0
"3120 Rakkestad";"Rødt";161
"3120 Rakkestad";"Senterpartiet";1588
"3120 Rakkestad";"Sosialistisk Venstreparti";0
"3120 Rakkestad";"Venstre";0
"3120 Rakkestad";"Abort-motstandernes liste";0
"3120 Rakkestad";"Anders Langes parti (1973)";0
"3120 Rakkestad";"Barn/Eldre";0
"3120 Rakkestad";"Bondepartiet (-1959)";0
"3120 Rakkestad";"Demokratene i Norge";0
"3120 Rakkestad";"Det Liberale Folkepartiet";0
"3120 Rakkestad";"Det nye Folkepartiet (1973-1977)";0
"3120 Rakkestad";"Det Politiske Parti";0
"3120 Rakkestad";"Ensliges parti";0
"3120 Rakkestad";"Fedrelandspartiet";0
"3120 Rakkestad";"Felles framtid";0
"3120 Rakkestad";"Folkeaksjonen Fremtid for Finnmark";0
"3120 Rakkestad";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"3120 Rakkestad";"Folkemakten";0
"3120 Rakkestad";"Frie Folkevalgte";0
"3120 Rakkestad";"Frihetspartiet";0
"3120 Rakkestad";"Fylkeslistene for miljø og solidaritet";0
"3120 Rakkestad";"Hjelp fremmedkulturelle hjem ellers ...";0
"3120 Rakkestad";"Hvit Valgallianse";0
"3120 Rakkestad";"Kristent konservativt parti";0
"3120 Rakkestad";"Kristent Samlingsparti";0
"3120 Rakkestad";"Kvinnenes frie folkevalgte";0
"3120 Rakkestad";"Kystpartiet";0
"3120 Rakkestad";"Naturlovpartiet";0
"3120 Rakkestad";"Norges demokratiske parti";0
"3120 Rakkestad";"Norges Kommunistiske Parti";0
"3120 Rakkestad";"Norsk Folkeparti";0
"3120 Rakkestad";"Norsk Sosialdemokratisk parti";0
"3120 Rakkestad";"Partiet De Kristne";0
"3120 Rakkestad";"Pensjonistpartiet";0
"3120 Rakkestad";"Piratpartiet";0
"3120 Rakkestad";"Rettferdighetspartiet";0
"3120 Rakkestad";"Rød valgallianse (1973-2007)";0
"3120 Rakkestad";"Samefolkets liste";0
"3120 Rakkestad";"Samfunnspartiet";0
"3120 Rakkestad";"Samlingspartiet (Ny Fremtid)";0
"3120 Rakkestad";"Sogn og Fjordane fisker- og småbrukerparti";0
"3120 Rakkestad";"Sosialdemokratene";0
"3120 Rakkestad";"Sosialistisk Folkeparti (1961-1969)";0
"3120 Rakkestad";"Sosialistisk Valgforbund (1973)";0
"3120 Rakkestad";"Stopp Innvandringen";0
"3120 Rakkestad";"Sykehus til Alta";0
"3120 Rakkestad";"Tverrpolitisk kyst og distriktsparti";0
"3120 Rakkestad";"Felleslister";0
"3120 Rakkestad";"Fellesliste Venstre";0
"3120 Rakkestad";"Fellesliste Bondepartiet";0
"3120 Rakkestad";"Fellesliste Kristelig folkeparti";0
"3120 Rakkestad";"Fellesliste Høyre";0
"3120 Rakkestad";"Fellesliste Senterpartiet";0
"3120 Rakkestad";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"3120 Rakkestad";"Fellesliste Det nye Folkepartiet";0
"3120 Rakkestad";"Borgerlige felleslister";0
"3120 Rakkestad";"Lokale lister";0
"3120 Rakkestad";"Andre lister";0
"3122 Marker";"Arbeiderpartiet";705
"3122 Marker";"Fremskrittspartiet";0
"3122 Marker";"Høyre";0
"3122 Marker";"Kristelig Folkeparti";0
"3122 Marker";"Miljøpartiet de Grønne";0
"3122 Marker";"Rødt";0
"3122 Marker";"Senterpartiet";596
"3122 Marker";"Sosialistisk Venstreparti";0
"3122 Marker";"Venstre";125
"3122 Marker";"Abort-motstandernes liste";0
"3122 Marker";"Anders Langes parti (1973)";0
"3122 Marker";"Barn/Eldre";0
"3122 Marker";"Bondepartiet (-1959)";0
"3122 Marker";"Demokratene i Norge";0
"3122 Marker";"Det Liberale Folkepartiet";0
"3122 Marker";"Det nye Folkepartiet (1973-1977)";0
"3122 Marker";"Det Politiske Parti";0
"3122 Marker";"Ensliges parti";0
"3122 Marker";"Fedrelandspartiet";0
"3122 Marker";"Felles framtid";0
"3122 Marker";"Folkeaksjonen Fremtid for Finnmark";0
"3122 Marker";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"3122 Marker";"Folkemakten";0
"3122 Marker";"Frie Folkevalgte";0
"3122 Marker";"Frihetspartiet";0
"3122 Marker";"Fylkeslistene for miljø og solidaritet";0
"3122 Marker";"Hjelp fremmedkulturelle hjem ellers ...";0
"3122 Marker";"Hvit Valgallianse";0
"3122 Marker";"Kristent konservativt parti";0
"3122 Marker";"Kristent Samlingsparti";0
"3122 Marker";"Kvinnenes frie folkevalgte";0
"3122 Marker";"Kystpartiet";0
"3122 Marker";"Naturlovpartiet";0
"3122 Marker";"Norges demokratiske parti";0
"3122 Marker";"Norges Kommunistiske Parti";0
"3122 Marker";"Norsk Folkeparti";0
"3122 Marker";"Norsk Sosialdemokratisk parti";0
"3122 Marker";"Partiet De Kristne";0
"3122 Marker";"Pensjonistpartiet";0
"3122 Marker";"Piratpartiet";0
"3122 Marker";"Rettferdighetspartiet";0
"3122 Marker";"Rød valgallianse (1973-2007)";0
"3122 Marker";"Samefolkets liste";0
"3122 Marker";"Samfunnspartiet";0
"3122 Marker";"Samlingspartiet (Ny Fremtid)";0
"3122 Marker";"Sogn og Fjordane fisker- og småbrukerparti";0
"3122 Marker";"Sosialdemokratene";0
"3122 Marker";"Sosialistisk Folkeparti (1961-1969)";0
"3122 Marker";"Sosialistisk Valgforbund (1973)";0
"3122 Marker";"Stopp Innvandringen";0
"3122 Marker";"Sykehus til Alta";0
"3122 Marker";"Tverrpolitisk kyst og distriktsparti";0
"3122 Marker";"Felleslister";186
"3122 Marker";"Fellesliste Venstre";0
"3122 Marker";"Fellesliste Bondepartiet";0
"3122 Marker";"Fellesliste Kristelig folkeparti";0
"3122 Marker";"Fellesliste Høyre";0
"3122 Marker";"Fellesliste Senterpartiet";0
"3122 Marker";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"3122 Marker";"Fellesliste Det nye Folkepartiet";0
"3122 Marker";"Borgerlige felleslister";0
"3122 Marker";"Lokale lister";262
"3122 Marker";"Andre lister";0
"3124 Aremark";"Arbeiderpartiet";115
"3124 Aremark";"Fremskrittspartiet";0
"3124 Aremark";"Høyre";192
"3124 Aremark";"Kristelig Folkeparti";91
"3124 Aremark";"Miljøpartiet de Grønne";0
"3124 Aremark";"Rødt";0
"3124 Aremark";"Senterpartiet";426
"3124 Aremark";"Sosialistisk Venstreparti";0
"3124 Aremark";"Venstre";0
"3124 Aremark";"Abort-motstandernes liste";0
"3124 Aremark";"Anders Langes parti (1973)";0
"3124 Aremark";"Barn/Eldre";0
"3124 Aremark";"Bondepartiet (-1959)";0
"3124 Aremark";"Demokratene i Norge";0
"3124 Aremark";"Det Liberale Folkepartiet";0
"3124 Aremark";"Det nye Folkepartiet (1973-1977)";0
"3124 Aremark";"Det Politiske Parti";0
"3124 Aremark";"Ensliges parti";0
"3124 Aremark";"Fedrelandspartiet";0
"3124 Aremark";"Felles framtid";0
"3124 Aremark";"Folkeaksjonen Fremtid for Finnmark";0
"3124 Aremark";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"3124 Aremark";"Folkemakten";0
"3124 Aremark";"Frie Folkevalgte";0
"3124 Aremark";"Frihetspartiet";0
"3124 Aremark";"Fylkeslistene for miljø og solidaritet";0
"3124 Aremark";"Hjelp fremmedkulturelle hjem ellers ...";0
"3124 Aremark";"Hvit Valgallianse";0
"3124 Aremark";"Kristent konservativt parti";0
"3124 Aremark";"Kristent Samlingsparti";0
"3124 Aremark";"Kvinnenes frie folkevalgte";0
"3124 Aremark";"Kystpartiet";0
"3124 Aremark";"Naturlovpartiet";0
"3124 Aremark";"Norges demokratiske parti";0
"3124 Aremark";"Norges Kommunistiske Parti";0
"3124 Aremark";"Norsk Folkeparti";0
"3124 Aremark";"Norsk Sosialdemokratisk parti";0
"3124 Aremark";"Partiet De Kristne";0
"3124 Aremark";"Pensjonistpartiet";0
"3124 Aremark";"Piratpartiet";0
"3124 Aremark";"Rettferdighetspartiet";0
"3124 Aremark";"Rød valgallianse (1973-2007)";0
"3124 Aremark";"Samefolkets liste";0
"3124 Aremark";"Samfunnspartiet";0
"3124 Aremark";"Samlingspartiet (Ny Fremtid)";0
"3124 Aremark";"Sogn og Fjordane fisker- og småbrukerparti";0
"3124 Aremark";"Sosialdemokratene";0
"3124 Aremark";"Sosialistisk Folkeparti (1961-1969)";0
"3124 Aremark";"Sosialistisk Valgforbund (1973)";0
"3124 Aremark";"Stopp Innvandringen";0
"3124 Aremark";"Sykehus til Alta";0
"3124 Aremark";"Tverrpolitisk kyst og distriktsparti";0
"3124 Aremark";"Felleslister";0
"3124 Aremark";"Fellesliste Venstre";0
"3124 Aremark";"Fellesliste Bondepartiet";0
"3124 Aremark";"Fellesliste Kristelig folkeparti";0
"3124 Aremark";"Fellesliste Høyre";0
"3124 Aremark";"Fellesliste Senterpartiet";0
"3124 Aremark";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"3124 Aremark";"Fellesliste Det nye Folkepartiet";0
"3124 Aremark";"Borgerlige felleslister";0
"3124 Aremark";"Lokale lister";0
"3124 Aremark";"Andre lister";0
"3201 Bærum";"Arbeiderpartiet";8584
"3201 Bærum";"Fremskrittspartiet";4811
"3201 Bærum";"Høyre";32455
"3201 Bærum";"Kristelig Folkeparti";1259
"3201 Bærum";"Miljøpartiet de Grønne";4007
"3201 Bærum";"Rødt";1591
"3201 Bærum";"Senterpartiet";661
"3201 Bærum";"Sosialistisk Venstreparti";3132
"3201 Bærum";"Venstre";8085
"3201 Bærum";"Abort-motstandernes liste";0
"3201 Bærum";"Anders Langes parti (1973)";0
"3201 Bærum";"Barn/Eldre";0
"3201 Bærum";"Bondepartiet (-1959)";0
"3201 Bærum";"Demokratene i Norge";0
"3201 Bærum";"Det Liberale Folkepartiet";0
"3201 Bærum";"Det nye Folkepartiet (1973-1977)";0
"3201 Bærum";"Det Politiske Parti";0
"3201 Bærum";"Ensliges parti";0
"3201 Bærum";"Fedrelandspartiet";0
"3201 Bærum";"Felles framtid";0
"3201 Bærum";"Folkeaksjonen Fremtid for Finnmark";0
"3201 Bærum";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"3201 Bærum";"Folkemakten";0
"3201 Bærum";"Frie Folkevalgte";0
"3201 Bærum";"Frihetspartiet";0
"3201 Bærum";"Fylkeslistene for miljø og solidaritet";0
"3201 Bærum";"Hjelp fremmedkulturelle hjem ellers ...";0
"3201 Bærum";"Hvit Valgallianse";0
"3201 Bærum";"Kristent konservativt parti";0
"3201 Bærum";"Kristent Samlingsparti";0
"3201 Bærum";"Kvinnenes frie folkevalgte";0
"3201 Bærum";"Kystpartiet";0
"3201 Bærum";"Naturlovpartiet";0
"3201 Bærum";"Norges demokratiske parti";0
"3201 Bærum";"Norges Kommunistiske Parti";0
"3201 Bærum";"Norsk Folkeparti";0
"3201 Bærum";"Norsk Sosialdemokratisk parti";0
"3201 Bærum";"Partiet De Kristne";0
"3201 Bærum";"Pensjonistpartiet";1472
"3201 Bærum";"Piratpartiet";0
"3201 Bærum";"Rettferdighetspartiet";0
"3201 Bærum";"Rød valgallianse (1973-2007)";0
"3201 Bærum";"Samefolkets liste";0
"3201 Bærum";"Samfunnspartiet";0
"3201 Bærum";"Samlingspartiet (Ny Fremtid)";0
"3201 Bærum";"Sogn og Fjordane fisker- og småbrukerparti";0
"3201 Bærum";"Sosialdemokratene";0
"3201 Bærum";"Sosialistisk Folkeparti (1961-1969)";0
"3201 Bærum";"Sosialistisk Valgforbund (1973)";0
"3201 Bærum";"Stopp Innvandringen";0
"3201 Bærum";"Sykehus til Alta";0
"3201 Bærum";"Tverrpolitisk kyst og distriktsparti";0
"3201 Bærum";"Felleslister";0
"3201 Bærum";"Fellesliste Venstre";0
"3201 Bærum";"Fellesliste Bondepartiet";0
"3201 Bærum";"Fellesliste Kristelig folkeparti";0
"3201 Bærum";"Fellesliste Høyre";0
"3201 Bærum";"Fellesliste Senterpartiet";0
"3201 Bærum";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"3201 Bærum";"Fellesliste Det nye Folkepartiet";0
"3201 Bærum";"Borgerlige felleslister";0
"3201 Bærum";"Lokale lister";0
"3201 Bærum";"Andre lister";2168
"3203 Asker";"Arbeiderpartiet";6048
"3203 Asker";"Fremskrittspartiet";3955
"3203 Asker";"Høyre";22419
"3203 Asker";"Kristelig Folkeparti";900
"3203 Asker";"Miljøpartiet de Grønne";3538
"3203 Asker";"Rødt";1246
"3203 Asker";"Senterpartiet";1205
"3203 Asker";"Sosialistisk Venstreparti";2596
"3203 Asker";"Venstre";3694
"3203 Asker";"Abort-motstandernes liste";0
"3203 Asker";"Anders Langes parti (1973)";0
"3203 Asker";"Barn/Eldre";0
"3203 Asker";"Bondepartiet (-1959)";0
"3203 Asker";"Demokratene i Norge";0
"3203 Asker";"Det Liberale Folkepartiet";0
"3203 Asker";"Det nye Folkepartiet (1973-1977)";0
"3203 Asker";"Det Politiske Parti";0
"3203 Asker";"Ensliges parti";0
"3203 Asker";"Fedrelandspartiet";0
"3203 Asker";"Felles framtid";0
"3203 Asker";"Folkeaksjonen Fremtid for Finnmark";0
"3203 Asker";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"3203 Asker";"Folkemakten";0
"3203 Asker";"Frie Folkevalgte";0
"3203 Asker";"Frihetspartiet";0
"3203 Asker";"Fylkeslistene for miljø og solidaritet";0
"3203 Asker";"Hjelp fremmedkulturelle hjem ellers ...";0
"3203 Asker";"Hvit Valgallianse";0
"3203 Asker";"Kristent konservativt parti";0
"3203 Asker";"Kristent Samlingsparti";0
"3203 Asker";"Kvinnenes frie folkevalgte";0
"3203 Asker";"Kystpartiet";0
"3203 Asker";"Naturlovpartiet";0
"3203 Asker";"Norges demokratiske parti";0
"3203 Asker";"Norges Kommunistiske Parti";0
"3203 Asker";"Norsk Folkeparti";0
"3203 Asker";"Norsk Sosialdemokratisk parti";0
"3203 Asker";"Partiet De Kristne";0
"3203 Asker";"Pensjonistpartiet";1092
"3203 Asker";"Piratpartiet";0
"3203 Asker";"Rettferdighetspartiet";0
"3203 Asker";"Rød valgallianse (1973-2007)";0
"3203 Asker";"Samefolkets liste";0
"3203 Asker";"Samfunnspartiet";0
"3203 Asker";"Samlingspartiet (Ny Fremtid)";0
"3203 Asker";"Sogn og Fjordane fisker- og småbrukerparti";0
"3203 Asker";"Sosialdemokratene";0
"3203 Asker";"Sosialistisk Folkeparti (1961-1969)";0
"3203 Asker";"Sosialistisk Valgforbund (1973)";0
"3203 Asker";"Stopp Innvandringen";0
"3203 Asker";"Sykehus til Alta";0
"3203 Asker";"Tverrpolitisk kyst og distriktsparti";0
"3203 Asker";"Felleslister";0
"3203 Asker";"Fellesliste Venstre";0
"3203 Asker";"Fellesliste Bondepartiet";0
"3203 Asker";"Fellesliste Kristelig folkeparti";0
"3203 Asker";"Fellesliste Høyre";0
"3203 Asker";"Fellesliste Senterpartiet";0
"3203 Asker";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"3203 Asker";"Fellesliste Det nye Folkepartiet";0
"3203 Asker";"Borgerlige felleslister";0
"3203 Asker";"Lokale lister";0
"3203 Asker";"Andre lister";2267
"3205 Lillestrøm";"Arbeiderpartiet";9563
"3205 Lillestrøm";"Fremskrittspartiet";5138
"3205 Lillestrøm";"Høyre";11286
"3205 Lillestrøm";"Kristelig Folkeparti";879
"3205 Lillestrøm";"Miljøpartiet de Grønne";1378
"3205 Lillestrøm";"Rødt";1016
"3205 Lillestrøm";"Senterpartiet";2183
"3205 Lillestrøm";"Sosialistisk Venstreparti";2350
"3205 Lillestrøm";"Venstre";1550
"3205 Lillestrøm";"Abort-motstandernes liste";0
"3205 Lillestrøm";"Anders Langes parti (1973)";0
"3205 Lillestrøm";"Barn/Eldre";0
"3205 Lillestrøm";"Bondepartiet (-1959)";0
"3205 Lillestrøm";"Demokratene i Norge";0
"3205 Lillestrøm";"Det Liberale Folkepartiet";0
"3205 Lillestrøm";"Det nye Folkepartiet (1973-1977)";0
"3205 Lillestrøm";"Det Politiske Parti";0
"3205 Lillestrøm";"Ensliges parti";0
"3205 Lillestrøm";"Fedrelandspartiet";0
"3205 Lillestrøm";"Felles framtid";0
"3205 Lillestrøm";"Folkeaksjonen Fremtid for Finnmark";0
"3205 Lillestrøm";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"3205 Lillestrøm";"Folkemakten";0
"3205 Lillestrøm";"Frie Folkevalgte";0
"3205 Lillestrøm";"Frihetspartiet";0
"3205 Lillestrøm";"Fylkeslistene for miljø og solidaritet";0
"3205 Lillestrøm";"Hjelp fremmedkulturelle hjem ellers ...";0
"3205 Lillestrøm";"Hvit Valgallianse";0
"3205 Lillestrøm";"Kristent konservativt parti";0
"3205 Lillestrøm";"Kristent Samlingsparti";0
"3205 Lillestrøm";"Kvinnenes frie folkevalgte";0
"3205 Lillestrøm";"Kystpartiet";0
"3205 Lillestrøm";"Naturlovpartiet";0
"3205 Lillestrøm";"Norges demokratiske parti";0
"3205 Lillestrøm";"Norges Kommunistiske Parti";0
"3205 Lillestrøm";"Norsk Folkeparti";0
"3205 Lillestrøm";"Norsk Sosialdemokratisk parti";0
"3205 Lillestrøm";"Partiet De Kristne";0
"3205 Lillestrøm";"Pensjonistpartiet";663
"3205 Lillestrøm";"Piratpartiet";0
"3205 Lillestrøm";"Rettferdighetspartiet";0
"3205 Lillestrøm";"Rød valgallianse (1973-2007)";0
"3205 Lillestrøm";"Samefolkets liste";0
"3205 Lillestrøm";"Samfunnspartiet";0
"3205 Lillestrøm";"Samlingspartiet (Ny Fremtid)";0
"3205 Lillestrøm";"Sogn og Fjordane fisker- og småbrukerparti";0
"3205 Lillestrøm";"Sosialdemokratene";0
"3205 Lillestrøm";"Sosialistisk Folkeparti (1961-1969)";0
"3205 Lillestrøm";"Sosialistisk Valgforbund (1973)";0
"3205 Lillestrøm";"Stopp Innvandringen";0
"3205 Lillestrøm";"Sykehus til Alta";0
"3205 Lillestrøm";"Tverrpolitisk kyst og distriktsparti";0
"3205 Lillestrøm";"Felleslister";0
"3205 Lillestrøm";"Fellesliste Venstre";0
"3205 Lillestrøm";"Fellesliste Bondepartiet";0
"3205 Lillestrøm";"Fellesliste Kristelig folkeparti";0
"3205 Lillestrøm";"Fellesliste Høyre";0
"3205 Lillestrøm";"Fellesliste Senterpartiet";0
"3205 Lillestrøm";"Fellesliste Norges Kommunistiske Parti og Sosialistisk Folkeparti";0
"3205 Lillestrøm";"Fellesliste Det nye Folkepartiet";0
"3205 Lillestrøm";"Borgerlige felleslister";0
"3205 Lillestrøm";"Lokale lister";2255
"3205 Lillestrøm";"Andre lister";1633
"3207 Nordre Follo";"Arbeiderpartiet";5729
"3207 Nordre Follo";"Fremskrittspartiet";3337
"3207 Nordre Follo";"Høyre";11896
"3207 Nordre Follo";"Kristelig Folkeparti";794
"3207 Nordre Follo";"Miljøpartiet de Grønne";1772
"3207 Nordre Follo";"Rødt";770
"3207 Nordre Follo";"Senterpartiet";842
"3207 Nordre Follo";"Sosialistisk Venstreparti";2062
"3207 Nordre Follo";"Venstre";2216
"3207 Nordre Follo";"Abort-motstandernes liste";0
"3207 Nordre Follo";"Anders Langes parti (1973)";0
"3207 Nordre Follo";"Barn/Eldre";0
"3207 Nordre Follo";"Bondepartiet (-1959)";0
"3207 Nordre Follo";"Demokratene i Norge";0
"3207 Nordre Follo";"Det Liberale Folkepartiet";0
"3207 Nordre Follo";"Det nye Folkepartiet (1973-1977)";0
"3207 Nordre Follo";"Det Politiske Parti";0
"3207 Nordre Follo";"Ensliges parti";0
"3207 Nordre Follo";"Fedrelandspartiet";0
"3207 Nordre Follo";"Felles framtid";0
"3207 Nordre Follo";"Folkeaksjonen Fremtid for Finnmark";0
"3207 Nordre Follo";"Folkeliste mot oljeboring i Lofoten, Vesterålen og Senja";0
"3207 Nordre Follo";"Folkemakten";0
"3207 Nordre Follo";"Frie Folkevalgte";0
"3207 Nordre Follo";"Frihetspartiet";0
"3207 Nordre Follo";"Fylkeslistene for miljø og solidaritet";0
"3207 Nordre Follo";"Hjelp fremmedkulturelle hjem ellers ...";0
"3207 Nordre Follo";"Hvit Valgallianse";0
"3207 Nordre Follo";"Kristent konservativt parti";0
"3207 Nordre Follo";"Kristent Samlingsparti";0
"3207 Nordre Follo";"Kvinnenes frie folkevalgte";0
"3207 Nordre Follo";"Kystpartiet";0
"3207 Nordre Follo";"Naturlovpartiet";0
"3207 Nordre Follo";"Norges demokratiske parti";0
"3207 Nordre Follo";"Norges Kommunistiske Parti";0
"3207 Nordre Follo";"Norsk Folkeparti";0
"3207 Nordre Follo";"Norsk Sosialdemokratisk parti";0
"3207 Nordre Follo";"Partiet De Kristne";0
"3207 Nordre Follo";"Pensjonistpartiet";1305
"3207 Nordre Follo";"Piratpartiet";0
"3207 Nordre Follo";"Rettferdighetspartiet";0
"3207 Nordre Follo";"Rød valgallianse (1973-2007)";0
"3207 Nordre Follo";"Samefolkets liste";0
"3207 Nordre Follo";"Samfunnspartiet";0
"3207 Nordre Follo";"Samlingspartiet (Ny Fremtid)";0
"3207 Nordre Follo";"Sogn og Fjordane fisker- og småbrukerparti";0
"3207 Nordre Follo";"Sosialdemokratene";0
"3207 Nordre Follo";"Sosialistisk Folkeparti (1961-1969)";0
"3207 Nordre Follo";"Sosialistisk Valgforbund (1973)";0
"3207 Nordre Follo";"Stopp Innvandringen";0
"3207 Nordre Follo";"Sykehus til Alta";0
"3207 Nordre Follo";"Tverrpolitisk kyst og distriktsparti";0
